"영농조합법인","부산광역시",33,17,14,3,16,1,13,-,2,1,34,13,11,2,21,2,15,0,1,3,30,13,13,0,17,2,10,0,1,4
"영농조합법인","대구광역시",57,21,19,2,36,8,23,1,3,1,55,20,19,1,35,10,21,1,1,3,51,12,11,1,39,7,26,0,2,4
"영농조합법인","인천광역시",67,17,16,1,50,11,25,3,8,4,67,15,11,4,52,23,14,0,7,8,63,14,10,4,49,25,13,0,7,5
"영농조합법인","광주광역시",67,24,23,1,43,11,25,1,2,5,71,24,23,1,47,10,28,3,1,4,64,18,18,0,46,7,34,2,1,2
"영농조합법인","대전광역시",42,9,9,-,33,9,14,-,7,3,39,12,11,1,27,14,5,0,6,2,36,13,12,1,23,11,4,0,6,2
"영농조합법인","울산광역시",50,19,14,5,31,4,13,2,5,7,49,18,12,5,31,4,12,1,5,9,47,20,15,5,27,4,8,1,5,10
"영농조합법인","세종특별자치시",49,12,9,3,37,12,15,3,1,7,49,12,11,1,37,18,8,5,0,7,47,11,11,0,37,16,9,1,11,0
"영농조합법인","경기도",800,367,293,74,433,103,181,29,66,54,808,327,264,63,481,117,223,9,69,64,764,308,247,60,456,113,205,6,69,63
"영농조합법인","강원도",892,241,192,50,651,196,234,16,132,72,877,248,201,47,629,192,237,20,142,39,883,326,268,58,557,156,192,12,122,75
"영농조합법인","충청북도",640,184,145,38,456,135,215,10,46,50,642,231,186,45,411,137,187,9,53,24,645,209,172,37,436,144,202,7,60,23
"영농조합법인","충청남도",1272,532,444,88,740,230,252,66,63,129,1259,595,498,97,664,229,239,67,65,64,1267,603,514,89,664,213,254,50,90,57
"영농조합법인","전라북도",1415,497,396,101,918,369,319,79,61,91,1445,599,496,104,846,329,322,45,56,95,1429,534,441,93,895,334,322,35,54,150
"영농조합법인","전라남도",2090,858,703,154,1232,384,494,148,59,147,2134,971,803,168,1163,378,461,134,71,119,2159,917,760,157,1242,347,520,127,75,173
"영농조합법인","경상북도",1202,324,254,70,878,259,420,42,59,99,1217,351,277,74,866,252,400,47,37,130,1181,356,287,68,825,237,359,16,57,157
"영농조합법인","경상남도",876,284,241,44,592,170,235,38,55,94,869,355,307,49,514,151,198,12,31,121,865,347,304,43,518,150,197,19,42,111
"영농조합법인","제주특별자치도",578,252,190,61,326,67,204,10,12,32,584,274,210,64,310,67,193,8,13,28,575,268,207,61,307,63,193,9,12,29
"농업회사법인","전국",11617,3497,2777,720,8120,2549,4046,319,308,899,13085,4060,3333,727,9025,2994,4635,238,331,828,14363,4489,3707,782,9874,3263,5041,219,363,988
"농업회사법인","서울특별시",368,51,48,3,317,30,241,16,6,24,389,72,69,3,317,38,254,1,6,18,402,78,72,6,324,44,260,2,3,15
"농업회사법인","부산광역시",124,41,37,4,83,10,58,3,1,11,129,43,39,4,86,16,63,0,1,6,149,66,65,1,83,16,59,0,1,8
"농업회사법인","대구광역시",136,28,25,3,108,27,72,2,-,7,171,39,37,2,132,31,96,0,0,5,170,23,23,0,147,38,99,0,0,10
"농업회사법인","인천광역시",220,48,44,4,172,44,119,2,3,4,250,55,52,3,195,62,122,0,6,5,259,61,55,6,198,74,104,2,7,11
"농업회사법인","광주광역시",262,33,27,6,229,47,158,8,1,15,303,71,65,6,232,51,157,1,0,23,334,63,56,7,271,60,190,1,2,17
"농업회사법인","대전광역시",184,49,40,9,135,43,81,1,2,8,202,47,39,8,155,47,93,3,6,5,209,48,38,10,161,46,97,8,4,5
"농업회사법인","울산광역시",52,18,12,6,34,10,8,2,10,4,54,24,21,3,30,5,17,1,1,6,70,36,31,5,34,5,21,0,1,7
"농업회사법인","세종특별자치시",82,27,25,2,55,19,26,-,5,6,91,25,22,4,66,22,24,4,4,11,113,31,26,5,82,41,19,3,15,5
"농업회사법인","경기도",2541,762,617,145,1779,391,1035,67,93,194,2782,777,649,128,2005,510,1208,34,89,163,3006,917,751,165,2089,564,1242,22,99,161
"농업회사법인","강원도",632,238,207,30,394,164,157,3,26,43,727,246,208,38,481,197,177,10,43,54,798,324,277,47,474,171,176,8,45,74
"농업회사법인","충청북도",736,219,162,57,517,162,250,16,20,69,818,261,208,53,557,208,271,12,28,38,873,263,209,54,610,245,296,14,29,27
"농업회사법인","충청남도",1091,357,237,121,734,301,280,41,27,85,1303,428,297,131,875,368,359,42,34,73,1455,492,365,127,963,385,410,48,51,69
"농업회사법인","전라북도",1173,353,282,71,820,341,333,49,18,80,1336,396,322,73,940,378,415,40,29,78,1477,393,325,68,1084,408,494,30,22,130
"농업회사법인","전라남도",1523,502,401,100,1021,394,398,39,38,152,1679,600,501,99,1079,409,442,48,38,143,1864,615,511,104,1249,432,557,57,40,162
"농업회사법인","경상북도",1197,319,238,81,878,301,437,28,29,82,1390,393,297,97,997,356,512,27,25,76,1566,413,326,87,1153,386,577,8,23,159
"농업회사법인","경상남도",807,244,194,50,563,195,254,31,17,66,929,345,300,45,584,223,269,6,11,75,1016,410,351,59,606,261,253,7,12,72
"농업회사법인","제주특별자치도",489,209,182,27,280,71,139,9,12,49,532,238,208,30,294,72,155,9,9,49,602,257,226,31,345,85,186,8,8,57
