"종사자규모별",50인 이상,134,35,21,15,99,51,43,2,-,2,155,43,29,14,112,67,39,0,1,4,120,36,21,15,85,50,30,1,1,3
"사업유형별",작물재배업,5756,5756,5756,-,-,-,-,-,-,-,6687,6687,6687,0,0,0,0,0,0,0,7011,7011,7011,0,0,0,0,0,0,0
"사업유형별",축산업,1416,1416,-,1416,-,-,-,-,-,-,1453,1453,0,1453,0,0,0,0,0,0,1460,1460,0,1460,0,0,0,0,0,0
"사업유형별",농축산물가공업,4517,-,-,-,4517,4517,-,-,-,-,4927,0,0,0,4927,4927,0,0,0,0,5093,0,0,0,5093,5093,0,0,0,0
"사업유형별",농축산물유통업,6737,-,-,-,6737,-,6737,-,-,-,7215,0,0,0,7215,0,7215,0,0,0,7600,0,0,0,7600,0,7600,0,0,0
"사업유형별",농업서비스업,771,-,-,-,771,-,-,771,-,-,598,0,0,0,598,0,0,598,0,0,505,0,0,0,505,0,0,505,0,0
"사업유형별",농어촌관광휴양사업,890,-,-,-,890,-,-,-,890,-,888,0,0,0,888,0,0,0,888,0,976,0,0,0,976,0,0,0,976,0
"사업유형별",기타사업,1693,-,-,-,1693,-,-,-,-,1693,1547,0,0,0,1547,0,0,0,0,1547,1853,0,0,0,1853,0,0,0,0,1853
"운영기간별",3년 이하,7417,2325,1871,454,5092,1478,2597,201,286,532,7241,2420,2009,410,4821,1502,2502,156,219,442,6690,2287,1963,324,4403,1339,2260,108,208,488
"운영기간별",4~7년,7113,2285,1941,344,4828,1546,2159,213,346,564,7698,2631,2297,334,5068,1639,2402,149,366,511,8121,2708,2325,382,5414,1736,2567,142,381,588
"운영기간별",8~12년,3991,1397,1118,279,2595,825,1098,189,175,308,5484,2029,1635,394,3454,1132,1506,199,246,370,6079,2129,1739,390,3950,1254,1769,153,307,468
"운영기간별",12년 이상,3259,1166,826,339,2093,669,883,169,83,290,2892,1060,745,315,1832,653,805,94,57,224,3609,1347,984,363,2262,765,1005,103,80,309
